	-40.000000	-1490.000000	1.037101
	-40.000000	-1427.750000	0.837755
	-40.000000	-1365.500000	0.824696
	-40.000000	-1303.250000	0.834577
	-40.000000	-1241.000000	0.833650
	-40.000000	-1178.750000	0.821175
	-40.000000	-1116.500000	0.789759
	-40.000000	-1054.250000	0.806545
	-40.000000	-992.000000	0.783367
	-40.000000	-929.750000	0.780946
	-40.000000	-867.500000	0.784581
	-40.000000	-805.250000	0.763991
	-40.000000	-743.000000	0.765615
	-40.000000	-680.750000	0.766174
	-40.000000	-618.500000	0.748052
	-40.000000	-556.250000	0.729737
	-40.000000	-494.000000	0.690770
	-40.000000	-431.750000	0.704503
	-40.000000	-369.500000	0.687051
	-40.000000	-307.250000	0.649988
	-40.000000	-245.000000	0.641565
	-40.000000	-182.750000	0.621241
	-40.000000	-120.500000	0.622992
	-40.000000	-58.250000	0.570344
	-40.000000	4.000000	0.525181
	-40.000000	66.250000	0.487329
	-40.000000	128.500000	0.483318
	-40.000000	190.750000	0.449989
	-40.000000	253.000000	0.448064
	-40.000000	315.250000	0.412763
	-40.000000	377.500000	0.409933
	-40.000000	439.750000	0.379391
	-40.000000	502.000000	0.390026
	-40.000000	564.250000	0.384543
	-40.000000	626.500000	0.362152
	-40.000000	688.750000	0.355628
	-40.000000	751.000000	0.342908
	-40.000000	813.250000	0.405710
	-40.000000	875.500000	0.400771
	-40.000000	937.750000	0.338914

	-37.750000	-1490.000000	0.320119
	-37.750000	-1427.750000	0.311007
	-37.750000	-1365.500000	0.343855
	-37.750000	-1303.250000	0.322076
	-37.750000	-1241.000000	0.305144
	-37.750000	-1178.750000	0.339323
	-37.750000	-1116.500000	0.300506
	-37.750000	-1054.250000	0.312925
	-37.750000	-992.000000	0.359718
	-37.750000	-929.750000	0.332576
	-37.750000	-867.500000	0.301960
	-37.750000	-805.250000	0.317469
	-37.750000	-743.000000	0.302763
	-37.750000	-680.750000	0.321402
	-37.750000	-618.500000	0.326232
	-37.750000	-556.250000	0.294122
	-37.750000	-494.000000	0.301014
	-37.750000	-431.750000	0.315410
	-37.750000	-369.500000	0.296769
	-37.750000	-307.250000	0.314701
	-37.750000	-245.000000	0.288758
	-37.750000	-182.750000	0.320890
	-37.750000	-120.500000	0.343517
	-37.750000	-58.250000	0.341597
	-37.750000	4.000000	0.360569
	-37.750000	66.250000	0.288501
	-37.750000	128.500000	0.339833
	-37.750000	190.750000	0.297864
	-37.750000	253.000000	0.337891
	-37.750000	315.250000	0.379244
	-37.750000	377.500000	0.292698
	-37.750000	439.750000	0.285818
	-37.750000	502.000000	0.311085
	-37.750000	564.250000	0.301209
	-37.750000	626.500000	0.332666
	-37.750000	688.750000	0.351546
	-37.750000	751.000000	0.338833
	-37.750000	813.250000	0.312032
	-37.750000	875.500000	0.333323
	-37.750000	937.750000	0.305328

	-35.500000	-1490.000000	0.326555
	-35.500000	-1427.750000	0.329079
	-35.500000	-1365.500000	0.299506
	-35.500000	-1303.250000	0.316985
	-35.500000	-1241.000000	0.283393
	-35.500000	-1178.750000	0.303008
	-35.500000	-1116.500000	0.298278
	-35.500000	-1054.250000	0.292514
	-35.500000	-992.000000	0.312931
	-35.500000	-929.750000	0.300697
	-35.500000	-867.500000	0.288426
	-35.500000	-805.250000	0.329935
	-35.500000	-743.000000	0.281150
	-35.500000	-680.750000	0.325340
	-35.500000	-618.500000	0.329141
	-35.500000	-556.250000	0.302915
	-35.500000	-494.000000	0.291489
	-35.500000	-431.750000	0.276177
	-35.500000	-369.500000	0.284389
	-35.500000	-307.250000	0.305153
	-35.500000	-245.000000	0.302470
	-35.500000	-182.750000	0.277310
	-35.500000	-120.500000	0.285785
	-35.500000	-58.250000	0.282439
	-35.500000	4.000000	0.308707
	-35.500000	66.250000	0.278958
	-35.500000	128.500000	0.296823
	-35.500000	190.750000	0.285012
	-35.500000	253.000000	0.290368
	-35.500000	315.250000	0.315136
	-35.500000	377.500000	0.330329
	-35.500000	439.750000	0.300943
	-35.500000	502.000000	0.269583
	-35.500000	564.250000	0.258710
	-35.500000	626.500000	0.288676
	-35.500000	688.750000	0.294040
	-35.500000	751.000000	0.284703
	-35.500000	813.250000	0.289635
	-35.500000	875.500000	0.314285
	-35.500000	937.750000	0.320405

	-33.250000	-1490.000000	0.300557
	-33.250000	-1427.750000	0.313451
	-33.250000	-1365.500000	0.283642
	-33.250000	-1303.250000	0.292764
	-33.250000	-1241.000000	0.311277
	-33.250000	-1178.750000	0.280018
	-33.250000	-1116.500000	0.277117
	-33.250000	-1054.250000	0.299782
	-33.250000	-992.000000	0.274244
	-33.250000	-929.750000	0.290385
	-33.250000	-867.500000	0.274226
	-33.250000	-805.250000	0.291581
	-33.250000	-743.000000	0.312119
	-33.250000	-680.750000	0.304133
	-33.250000	-618.500000	0.276487
	-33.250000	-556.250000	0.268202
	-33.250000	-494.000000	0.269441
	-33.250000	-431.750000	0.285994
	-33.250000	-369.500000	0.285570
	-33.250000	-307.250000	0.306970
	-33.250000	-245.000000	0.283022
	-33.250000	-182.750000	0.280586
	-33.250000	-120.500000	0.331449
	-33.250000	-58.250000	0.352707
	-33.250000	4.000000	0.275941
	-33.250000	66.250000	0.277125
	-33.250000	128.500000	0.273262
	-33.250000	190.750000	0.307021
	-33.250000	253.000000	0.279870
	-33.250000	315.250000	0.296761
	-33.250000	377.500000	0.281554
	-33.250000	439.750000	0.298470
	-33.250000	502.000000	0.280882
	-33.250000	564.250000	0.318866
	-33.250000	626.500000	0.267696
	-33.250000	688.750000	0.284103
	-33.250000	751.000000	0.281894
	-33.250000	813.250000	0.308450
	-33.250000	875.500000	0.309117
	-33.250000	937.750000	0.280051

	-31.000000	-1490.000000	0.317759
	-31.000000	-1427.750000	0.284624
	-31.000000	-1365.500000	0.279320
	-31.000000	-1303.250000	0.278109
	-31.000000	-1241.000000	0.274534
	-31.000000	-1178.750000	0.316084
	-31.000000	-1116.500000	0.273146
	-31.000000	-1054.250000	0.268106
	-31.000000	-992.000000	0.260073
	-31.000000	-929.750000	0.321841
	-31.000000	-867.500000	0.299717
	-31.000000	-805.250000	0.370553
	-31.000000	-743.000000	0.293947
	-31.000000	-680.750000	0.337643
	-31.000000	-618.500000	0.294457
	-31.000000	-556.250000	0.278529
	-31.000000	-494.000000	0.262646
	-31.000000	-431.750000	0.286803
	-31.000000	-369.500000	0.324572
	-31.000000	-307.250000	0.345449
	-31.000000	-245.000000	0.271216
	-31.000000	-182.750000	0.286864
	-31.000000	-120.500000	0.268406
	-31.000000	-58.250000	0.279831
	-31.000000	4.000000	0.312520
	-31.000000	66.250000	0.281810
	-31.000000	128.500000	0.262500
	-31.000000	190.750000	0.262368
	-31.000000	253.000000	0.286115
	-31.000000	315.250000	0.289618
	-31.000000	377.500000	0.319012
	-31.000000	439.750000	0.285564
	-31.000000	502.000000	0.343890
	-31.000000	564.250000	0.285835
	-31.000000	626.500000	0.297073
	-31.000000	688.750000	0.342763
	-31.000000	751.000000	0.313128
	-31.000000	813.250000	0.280443
	-31.000000	875.500000	0.324594
	-31.000000	937.750000	0.305245

	-28.750000	-1490.000000	0.285654
	-28.750000	-1427.750000	0.282461
	-28.750000	-1365.500000	0.295650
	-28.750000	-1303.250000	0.288954
	-28.750000	-1241.000000	0.319734
	-28.750000	-1178.750000	0.342138
	-28.750000	-1116.500000	0.322439
	-28.750000	-1054.250000	0.285782
	-28.750000	-992.000000	0.284031
	-28.750000	-929.750000	0.261442
	-28.750000	-867.500000	0.286331
	-28.750000	-805.250000	0.300367
	-28.750000	-743.000000	0.289063
	-28.750000	-680.750000	0.280538
	-28.750000	-618.500000	0.276717
	-28.750000	-556.250000	0.279865
	-28.750000	-494.000000	0.269504
	-28.750000	-431.750000	0.283845
	-28.750000	-369.500000	0.277110
	-28.750000	-307.250000	0.274795
	-28.750000	-245.000000	0.298804
	-28.750000	-182.750000	0.273420
	-28.750000	-120.500000	0.322254
	-28.750000	-58.250000	0.282924
	-28.750000	4.000000	0.277620
	-28.750000	66.250000	0.268938
	-28.750000	128.500000	0.270936
	-28.750000	190.750000	0.274655
	-28.750000	253.000000	0.294479
	-28.750000	315.250000	0.285899
	-28.750000	377.500000	0.324868
	-28.750000	439.750000	0.278703
	-28.750000	502.000000	0.308449
	-28.750000	564.250000	0.343129
	-28.750000	626.500000	0.289929
	-28.750000	688.750000	0.274497
	-28.750000	751.000000	0.274538
	-28.750000	813.250000	0.302422
	-28.750000	875.500000	0.302132
	-28.750000	937.750000	0.290683

	-26.500000	-1490.000000	0.295670
	-26.500000	-1427.750000	0.282297
	-26.500000	-1365.500000	0.280526
	-26.500000	-1303.250000	0.297586
	-26.500000	-1241.000000	0.266652
	-26.500000	-1178.750000	0.268473
	-26.500000	-1116.500000	0.274924
	-26.500000	-1054.250000	0.278355
	-26.500000	-992.000000	0.311796
	-26.500000	-929.750000	0.284664
